function,smellKey,smellId
"public static Geometry ST_Rotate(Geometry geom, BigDecimal angle, Geometry origin){
    if (!(origin instanceof Point)) {
        throw new RuntimeException(""The origin must be a point"");
    }
    Point point = (Point) origin;
    AffineTransformation transformation = new AffineTransformation();
    transformation.rotate(angle.doubleValue(), point.getX(), point.getY());
    return transformation.transform(geom);
}",java:S100,
"public static GotoStatement break_(LabelTarget labelTarget){
    return new GotoStatement(GotoExpressionKind.Break, null, null);
}",java:S100,
"private void _openTag() throws IOException{
    if (isOpeningTag) {
        writer.println('>');
        afterNewline = true;
    }
    if (afterNewline) {
        writeIndent();
    }
    indent++;
    isOpeningTag = true;
    afterNewline = false;
    namespaceBindings.add(null);
}",java:S100,
"public float getDefaultValueAs_float(){
    try {
        return initExpr == null ? 0.0f : Float.parseFloat(initExpr);
    } catch (NumberFormatException nfe) {
        return StringUtils.isEmpty(initExpr) ? 0.0f : CoreComponentsBuilder.get().getMVELExecutor().eval(initExpr, Float.class);
    }
}",java:S100,
"@Nullable
public static Geometry ST_MakePolygon(Geometry shell, Geometry hole0, Geometry hole1, Geometry hole2, Geometry hole3, Geometry hole4, Geometry hole5, Geometry hole6, Geometry hole7, Geometry hole8){
    return makePolygon(shell, hole0, hole1, hole2, hole3, hole4, hole5, hole6, hole7, hole8);
}",java:S100,
"@Nullable
public static String ST_AsText(Geometry geometry){
    return ST_AsWKT(geometry);
}",java:S100,
" static ClassesShouldConjunction everyJpa_Entity_must_have_a_field_named_and_annotated(final String fieldName, final Class<? extends Annotation> annotationClass){
    final String fieldAnnotation = annotationClass.getSimpleName();
    return classes().that().areAnnotatedWith(Entity.class).should(new ArchCondition<JavaClass>(String.format(""have a field named '%s' annotated with '@%s'"", fieldName, fieldAnnotation)) {

        @Override
        public void check(final JavaClass javaClass, final ConditionEvents conditionEvents) {
            val javaFieldIfAny = javaClass.getAllFields().stream().filter(x -> Objects.equals(x.getName(), fieldName)).findAny();
            if (!javaFieldIfAny.isPresent()) {
                conditionEvents.add(new SimpleConditionEvent(javaClass, false, String.format(""%s does not have a field named '%s'"", javaClass.getSimpleName(), fieldName)));
                return;
            }
            val javaField = javaFieldIfAny.get();
            if (!javaField.isAnnotatedWith(annotationClass)) {
                conditionEvents.add(new SimpleConditionEvent(javaClass, false, String.format(""%s has field named '%s' but it is not annotated with '@%s'"", javaClass.getSimpleName(), fieldName, fieldAnnotation)));
            }
        }
    });
}",java:S100,
"public static final XComponentContext defaultBootstrap_InitialComponentContext(String ini_file, Map<String, String> bootstrap_parameters) throws Exception{
    String[] pairs = null;
    if (null != bootstrap_parameters) {
        pairs = new String[2 * bootstrap_parameters.size()];
        int n = 0;
        for (Map.Entry<String, String> bootstrap_parameter : bootstrap_parameters.entrySet()) {
            pairs[n++] = bootstrap_parameter.getKey();
            pairs[n++] = bootstrap_parameter.getValue();
        }
    }
    if (!M_LOADED_JUH) {
        if (""The Android Project"".equals(System.getProperty(""java.vendor""))) {
            boolean disable_dynloading = false;
            try {
                System.loadLibrary(""lo-bootstrap"");
            } catch (UnsatisfiedLinkError e) {
                disable_dynloading = true;
            }
            if (!disable_dynloading) {
                NativeLibraryLoader.loadLibrary(Bootstrap.class.getClassLoader(), ""juh"");
            }
        } else {
            NativeLibraryLoader.loadLibrary(Bootstrap.class.getClassLoader(), ""juh"");
        }
        M_LOADED_JUH = true;
    }
    return UnoRuntime.queryInterface(XComponentContext.class, cppuhelper_bootstrap(ini_file, pairs, Bootstrap.class.getClassLoader()));
}",java:S100,
"private String RemoveResourceFromResourceList(String stringToDelete, String taskParameter, boolean isDir){
    Map<String, Object> taskParameters = JSONUtils.parseObject(taskParameter, new TypeReference<Map<String, Object>>() {
    });
    if (taskParameters.containsKey(""resourceList"")) {
        String resourceListStr = JSONUtils.toJsonString(taskParameters.get(""resourceList""));
        List<ResourceInfo> resourceInfoList = JSONUtils.toList(resourceListStr, ResourceInfo.class);
        List<ResourceInfo> updatedResourceInfoList;
        if (isDir) {
            String stringToDeleteWSeparator = stringToDelete + FOLDER_SEPARATOR;
            updatedResourceInfoList = resourceInfoList.stream().filter(Objects::nonNull).filter(resourceInfo -> !resourceInfo.getResourceName().startsWith(stringToDeleteWSeparator)).collect(Collectors.toList());
        } else {
            updatedResourceInfoList = resourceInfoList.stream().filter(Objects::nonNull).filter(resourceInfo -> !resourceInfo.getResourceName().equals(stringToDelete)).collect(Collectors.toList());
        }
        taskParameters.put(""resourceList"", updatedResourceInfoList);
        return JSONUtils.toJsonString(taskParameters);
    }
    return taskParameter;
}",java:S100,
"public static GotoStatement break_(LabelTarget labelTarget, Type type){
    throw Extensions.todo();
}",java:S100,
"public static ArchRule every_jdo_PersistenceCapable_must_implement_Comparable(){
    return classes().that().areAnnotatedWith(javax.jdo.annotations.PersistenceCapable.class).should().implement(Comparable.class);
}",java:S100,
"public static ArchRule every_Repository_must_follow_naming_conventions(){
    return classes().that().areAnnotatedWith(Repository.class).should().haveNameMatching("".*Repository"");
}",java:S100,
"public static ArchRule every_jdo_PersistenceCapable_must_be_annotated_with_Version(){
    return classes().that().areAnnotatedWith(javax.jdo.annotations.PersistenceCapable.class).and(not(areSubtypeEntities())).should().beAnnotatedWith(javax.jdo.annotations.Version.class);
}",java:S100,
"public byte[] crypt_raw(byte[] password, byte[] salt, int log_rounds, int[] cdata){
    int rounds, i, j;
    int clen = cdata.length;
    byte[] ret;
    if (log_rounds < 4 || log_rounds > 30)
        throw new IllegalArgumentException(""Bad number of rounds"");
    rounds = 1 << log_rounds;
    if (salt.length != BCRYPT_SALT_LEN)
        throw new IllegalArgumentException(""Bad salt length"");
    init_key();
    ekskey(salt, password);
    for (i = 0; i != rounds; i++) {
        key(password);
        key(salt);
    }
    for (i = 0; i < 64; i++) {
        for (j = 0; j < (clen >> 1); j++) encipher(cdata, j << 1);
    }
    ret = new byte[clen * 4];
    for (i = 0, j = 0; i < clen; i++) {
        ret[j++] = (byte) ((cdata[i] >> 24) & 0xff);
        ret[j++] = (byte) ((cdata[i] >> 16) & 0xff);
        ret[j++] = (byte) ((cdata[i] >> 8) & 0xff);
        ret[j++] = (byte) (cdata[i] & 0xff);
    }
    return ret;
}",java:S100,
"public static char CONST(final char v){
    return v;
}",java:S100,
"public static boolean ST_Intersects(Geometry geom1, Geometry geom2){
    return geom1.intersects(geom2);
}",java:S100,
"public static int ST_NumGeometries(Geometry geom){
    return geom.getNumGeometries();
}",java:S100,
"public boolean have_code_flags_hi(){
    return have_code_flags_hi;
}",java:S100,
"public static Geometry ST_Densify(Geometry geom, BigDecimal tolerance){
    return Densifier.densify(geom, tolerance.doubleValue());
}",java:S100,
"public void setCp_Signature_count(final int count){
    cp_Signature_count = count;
}",java:S100,
"@Nullable
public static ByteString ST_AsBinary(Geometry geometry){
    return ST_AsWKB(geometry);
}",java:S100,
"public static String ST_GeometryType(Geometry geom){
    return SpatialType.fromGeometry(geom).name();
}",java:S100,
"public static ArchRule every_injected_field_of_jdo_PersistenceCapable_must_be_annotated_with_NotPersistent(){
    return fields().that().areDeclaredInClassesThat(areEntities()).and().areAnnotatedWith(Inject.class).should().beAnnotatedWith(NotPersistent.class);
}",java:S100,
"public static IgniteDistribution _distribution(RelNode rel, RelMetadataQuery mq){
    assert mq instanceof RelMetadataQueryEx;
    return (IgniteDistribution) mq.distribution(rel);
}",java:S100,
"@Nullable
public static Geometry ST_MinimumDiameter(Geometry geom){
    return new MinimumDiameter(geom).getDiameter();
}",java:S100,
"public static CompletableFuture<Void> Void(){
    return value(null);
}",java:S100,
"private static String encode_base64(byte[] d, int len) throws IllegalArgumentException{
    int off = 0;
    StringBuffer rs = new StringBuffer();
    int c1, c2;
    if (len <= 0 || len > d.length)
        throw new IllegalArgumentException(""Invalid len"");
    while (off < len) {
        c1 = d[off++] & 0xff;
        rs.append(base64_code[(c1 >> 2) & 0x3f]);
        c1 = (c1 & 0x03) << 4;
        if (off >= len) {
            rs.append(base64_code[c1 & 0x3f]);
            break;
        }
        c2 = d[off++] & 0xff;
        c1 |= (c2 >> 4) & 0x0f;
        rs.append(base64_code[c1 & 0x3f]);
        c1 = (c2 & 0x0f) << 2;
        if (off >= len) {
            rs.append(base64_code[c1 & 0x3f]);
            break;
        }
        c2 = d[off++] & 0xff;
        c1 |= (c2 >> 6) & 0x03;
        rs.append(base64_code[c1 & 0x3f]);
        rs.append(base64_code[c2 & 0x3f]);
    }
    return rs.toString();
}",java:S100,
"private void check3AccessLink1_2(Context context, AccessLink accessLink, ValidationParameters parameters){
    StopArea start = accessLink.getStopArea();
    AccessPoint end = accessLink.getAccessPoint();
    if (start == null || end == null) {
        return;
    }
    if (!start.hasCoordinates() || !end.hasCoordinates()) {
        return;
    }
    long distanceMax = parameters.getInterAccessLinkDistanceMax();
    double distance = quickDistance(start, end);
    if (distance > distanceMax) {
        DataLocation location = buildLocation(context, accessLink);
        DataLocation startTarget = buildLocation(context, start);
        DataLocation endTarget = buildLocation(context, end);
        ValidationReporter reporter = ValidationReporter.Factory.getInstance();
        reporter.addCheckPointReportError(context, ACCESS_LINK_1, location, Integer.valueOf((int) distance).toString(), Integer.valueOf((int) distanceMax).toString(), startTarget, endTarget);
    } else {
        if (accessLink.getLinkDistance() != null && !accessLink.getLinkDistance().equals(BigDecimal.ZERO)) {
            if (distance > accessLink.getLinkDistance().doubleValue()) {
                DataLocation location = buildLocation(context, accessLink);
                DataLocation startTarget = buildLocation(context, start);
                DataLocation endTarget = buildLocation(context, end);
                ValidationReporter reporter = ValidationReporter.Factory.getInstance();
                reporter.addCheckPointReportError(context, ACCESS_LINK_2, location, Integer.valueOf((int) distance).toString(), Integer.valueOf(accessLink.getLinkDistance().intValue()).toString(), startTarget, endTarget);
            }
        }
    }
}",java:S100,
"public static Geometry ST_Scale(Geometry geom, BigDecimal xFactor, BigDecimal yFactor){
    AffineTransformation transformation = new AffineTransformation();
    transformation.scale(xFactor.doubleValue(), yFactor.doubleValue());
    return transformation.transform(geom);
}",java:S100,
"@Nullable
public static Double ST_Length(Geometry geom){
    return geom.getLength();
}",java:S100,
"public void attach(KieRuntimeEventManager ksession){
    ksession.addEventListener(ruleRuntimeStats);
    super.attach(ksession);
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(packageNames);
    out.writeObject(expression);
    if (extractor instanceof ClassFieldReader) {
        out.writeObject(((ClassFieldReader) extractor).getAccessorKey());
    } else {
        out.writeObject(extractor);
    }
    out.writeObject(indexingDeclaration);
    out.writeObject(declarations);
    out.writeObject(constraintType);
    out.writeBoolean(isUnification);
    out.writeBoolean(isDynamic);
    out.writeObject(fieldValue);
    out.writeObject(compilationUnit);
    out.writeObject(evaluationContext);
    out.writeObject(operators);
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(variableId);
    out.writeObject(variableInstanceId);
    out.writeObject(objectToString);
}",java:S1161,
"public String toString(){
    return ""ReaderResource[resource="" + this.reader + "",encoding="" + this.encoding + ""]"";
}",java:S1161,
"public BeliefSet newBeliefSet(InternalFactHandle fh){
    return new DefeasibleBeliefSet(this, fh);
}",java:S1161,
" void postAccumulate(AccumulateNode accNode, Object accctx, LeftTuple match){
    ((GroupByContext) accctx).addMatchOnLastTupleList(match);
}",java:S1161,
"public void setBlockedPrevious(LeftTuple blockerPrevious){
    this.blockedPrevious = blockerPrevious;
}",java:S1161,
"public String toString(){
    return ""AllocatedCashflow["" + ""account="" + account + "",date="" + getDate() + "",type="" + (getType() == CREDIT ? ""Credit"" : ""Debit"") + "",amount="" + getAmount() + ""]"";
}",java:S1161,
"public LeftTuple createLeftTuple(final InternalFactHandle factHandle, final LeftTuple leftTuple, final Sink sink){
    return new ReactiveFromNodeLeftTuple(factHandle, leftTuple, sink);
}",java:S1161,
"public Builder clear(){
    super.clear();
    if (versionBuilder_ == null) {
        version_ = KieModuleCache.Version.getDefaultInstance();
    } else {
        versionBuilder_.clear();
    }
    bitField0_ = (bitField0_ & ~0x00000001);
    if (signatureBuilder_ == null) {
        signature_ = KieModuleCache.Signature.getDefaultInstance();
    } else {
        signatureBuilder_.clear();
    }
    bitField0_ = (bitField0_ & ~0x00000002);
    payload_ = com.google.protobuf.ByteString.EMPTY;
    bitField0_ = (bitField0_ & ~0x00000004);
    return this;
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    groupingFunction = (String) in.readObject();
    groupingKey = (String) in.readObject();
}",java:S1161,
"public Expression visitNonEqualExpression(NonEqualViewExpression nonEqualExpression, Void context){
    Pair<Expression, Expression> pair = this.getExpressionsForBinaryExpression(nonEqualExpression);
    return new NonEqualExpression(pair.left, pair.right);
}",java:S1161,
"protected String getFormatVersion(){
    return EVENT_FORMAT_VERSION;
}",java:S1161,
"public void mousePressed(MouseEvent e){
    gameView.getKsession().insert(new GrabCommand());
    gameView.getKsession().fireAllRules();
}",java:S1161,
"protected Class<?> resolveClass(ObjectStreamClass desc) throws IOException, ClassNotFoundException{
    return resolveClass(desc.getName());
}",java:S1161,
"public void unlinkFromLeftParent(){
    super.unlinkFromLeftParent();
}",java:S1161,
"public int getSerializedSize(){
    int size = memoizedSerializedSize;
    if (size != -1)
        return size;
    size = 0;
    if (((bitField0_ & 0x00000001) == 0x00000001)) {
        size += com.google.protobuf.CodedOutputStream.computeInt32Size(1, versionMajor_);
    }
    if (((bitField0_ & 0x00000002) == 0x00000002)) {
        size += com.google.protobuf.CodedOutputStream.computeInt32Size(2, versionMinor_);
    }
    if (((bitField0_ & 0x00000004) == 0x00000004)) {
        size += com.google.protobuf.CodedOutputStream.computeInt32Size(3, versionRevision_);
    }
    size += getUnknownFields().getSerializedSize();
    memoizedSerializedSize = size;
    return size;
}",java:S1161,
"public int read(byte[] bytes, int off, int len){
    if (!src.hasRemaining()) {
        return -1;
    }
    len = Math.min(len, src.remaining());
    src.get(bytes, off, len);
    return len;
}",java:S1161,
"public void mouseReleased(MouseEvent e){
    JButton button = (JButton) e.getComponent();
    callback.checkout((JFrame) button.getTopLevelAncestor(), tableModel.getItems());
}",java:S1161,
"public Expression visitLogicOrExpression(LogicOrViewExpression logicOrExpression, Void context){
    Pair<Expression, Expression> pair = this.getExpressionsForBinaryExpression(logicOrExpression);
    return new LogicOrExpression(pair.left, pair.right);
}",java:S1161,
"public void run(){
    try {
        try {
            LOG.info(""Starting {} bookies : allowLoopback = {}"", numBookies, serverConf.getAllowLoopback());
            lb.start();
            LOG.info(""{} bookies are started."", numBookies);
            while (true) {
                Thread.sleep(1000);
            }
        } finally {
            lb.close();
        }
    } catch (InterruptedException e) {
        Thread.currentThread().interrupt();
    } catch (Exception e) {
        LOG.error(""Error starting local bk"", e);
    }
}",java:S1161,
"public String toString(){
    return ""Strings not sound alike"";
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeLong(startMinDev);
    out.writeLong(startMaxDev);
    out.writeLong(endMinDev);
    out.writeLong(endMaxDev);
    out.writeObject(paramText);
}",java:S1161,
"public InputStream getResourceAsStream(final String name){
    byte[] bytes;
    synchronized (this.store) {
        bytes = this.store.get(convertResourcePathToClassName(name));
    }
    if (bytes != null) {
        return new ByteArrayInputStream(bytes);
    } else {
        InputStream input = this.getParent().getResourceAsStream(name);
        if (input == null) {
            input = super.getResourceAsStream(name);
        }
        return input;
    }
}",java:S1161,
"public void addCellValue(int row, int column, String value, boolean trim){
    this.hasValues = true;
    if (this.constraints.isEmpty()) {
        return;
    }
    Integer key = Integer.valueOf(column);
    String content = this.constraints.get(key);
    if (content == null) {
        throw new DecisionTableParseException(""No code snippet for CONDITION in cell "" + RuleSheetParserUtil.rc2name(this.headerRow + 2, this.headerCol));
    }
    SnippetBuilder snip = new SnippetBuilder(content, trim);
    String result = snip.build(fixValue(column, value));
    this.values.add(result);
}",java:S1161,
"public void setDomain(String domain){
    m_domain = domain;
}",java:S1161,
"public Expression visitTernaryExpression(TernaryViewExpression ternaryViewExpression, Void context){
    throw new RuntimeException(new NotSupportedException(""Can not construct abstract class.""));
}",java:S1161,
"public RefreshPoolsJobConfig setOwner(Owner owner){
    if (owner == null) {
        throw new IllegalArgumentException(""owner is null"");
    }
    this.setContextOwner(owner).setJobArgument(OWNER_KEY, owner.getKey());
    return this;
}",java:S1161,
"public RecordWriter<Text, Mutation> getRecordWriter(FileSystem ignored, JobConf job, String name, Progressable progress) throws IOException{
    try {
        return new AccumuloIndexedOutputFormat.AccumuloRecordWriter(job);
    } catch (Exception e) {
        throw new IOException(e);
    }
}",java:S1161,
"protected CreateTxBackupLogOperation createCreateTxBackupLogOperation(){
    return new CreateAllowedDuringPassiveStateTxBackupLogOperation(getOwnerUuid(), getTxnId());
}",java:S1161,
"public boolean add(V v){
    return delegate.add(DeferredValue.withValue(v));
}",java:S1161,
"public ClassLoader getClassLoader(){
    return this.classLoader;
}",java:S1161,
"public boolean equals(Object o){
    if (this == o)
        return true;
    if (!(o instanceof ColumnDesc))
        return false;
    ColumnDesc that = (ColumnDesc) o;
    return xequals(this.name, that.name) && xequals(this.type, that.type) && xequals(this.comment, that.comment) && super.equals(that);
}",java:S1161,
"public synchronized E poll() throws InterruptedException{
    while (isEmpty()) {
        this.wait();
    }
    E output = pollFirst();
    size--;
    reservedSize++;
    return output;
}",java:S1161,
"public void visitInnerClass(final String arg0, final String arg1, final String arg2, final int arg3){
}",java:S1161,
"public boolean isEmpty(){
    return StringUtils.isEmpty(value);
}",java:S1161,
"public synchronized Class loadClass(final String name, final boolean resolve) throws ClassNotFoundException{
    Class clazz = fastFindClass(name);
    if (clazz == null) {
        final ClassLoader parent = getParent();
        if (parent != null) {
            clazz = Class.forName(name, true, parent);
        }
    }
    if (resolve) {
        resolveClass(clazz);
    }
    return clazz;
}",java:S1161,
"public String toString(){
    return symbol;
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    variableId = (String) in.readObject();
    variableInstanceId = (String) in.readObject();
    objectToString = (String) in.readObject();
}",java:S1161,
"public void visitEnum(final String name, final String desc, final String value){
}",java:S1161,
"public long getDate(){
    long current = getCurrentDate();
    long extra = m_step * TimeHelper.ONE_HOUR;
    if (m_date <= 0) {
        return current + extra;
    } else {
        long result = m_date + extra;
        if (result > current) {
            return current;
        }
        return result;
    }
}",java:S1161,
"public UndoImportsJobConfig setOwner(Owner owner){
    if (owner == null) {
        throw new IllegalArgumentException(""owner is null"");
    }
    this.setContextOwner(owner).setJobArgument(OWNER_KEY, owner.getKey());
    return this;
}",java:S1161,
"public int getSerializedSize(){
    int size = memoizedSerializedSize;
    if (size != -1)
        return size;
    size = 0;
    for (int i = 0; i < compilationData_.size(); i++) {
        size += com.google.protobuf.CodedOutputStream.computeMessageSize(1, compilationData_.get(i));
    }
    size += getUnknownFields().getSerializedSize();
    memoizedSerializedSize = size;
    return size;
}",java:S1161,
"public void println(String out){
    if (byPass()) {
        printDirect(out);
    } else {
        process(out);
    }
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeBoolean(sequential);
    out.writeObject(sequentialAgenda);
    out.writeBoolean(maintainTms);
    out.writeBoolean(removeIdentities);
    out.writeBoolean(shareAlphaNodes);
    out.writeBoolean(shareBetaNodes);
    out.writeInt(permGenThreshold);
    out.writeInt(jittingThreshold);
    out.writeInt(alphaNodeHashingThreshold);
    out.writeInt(alphaNodeRangeIndexThreshold);
    out.writeBoolean(betaNodeRangeIndexEnabled);
    out.writeInt(compositeKeyDepth);
    out.writeBoolean(indexLeftBetaMemory);
    out.writeBoolean(indexRightBetaMemory);
    out.writeObject(indexPrecedenceOption);
    out.writeObject(assertBehaviour);
    out.writeObject(consequenceExceptionHandler);
    out.writeObject(ruleBaseUpdateHandler);
    out.writeObject(conflictResolver);
    out.writeObject(parallelExecution);
    out.writeInt(maxThreads);
    out.writeObject(eventProcessingMode);
    out.writeBoolean(declarativeAgenda);
    out.writeInt(sessionPoolSize);
}",java:S1161,
"public int getSerializedSize(){
    int size = memoizedSerializedSize;
    if (size != -1)
        return size;
    size = 0;
    if (((bitField0_ & 0x00000001) == 0x00000001)) {
        size += com.google.protobuf.CodedOutputStream.computeBytesSize(1, getIdBytes());
    }
    if (((bitField0_ & 0x00000002) == 0x00000002)) {
        size += com.google.protobuf.CodedOutputStream.computeBytesSize(2, data_);
    }
    size += getUnknownFields().getSerializedSize();
    memoizedSerializedSize = size;
    return size;
}",java:S1161,
"public void run(){
    ICacheService service = getService();
    ICacheRecordStore cache = service.getOrCreateRecordStore(name, getPartitionId());
    int partitionId = getPartitionId();
    Set<Data> partitionKeySet = new HashSet<Data>();
    for (Data key : keys) {
        if (partitionId == getNodeEngine().getPartitionService().getPartitionId(key)) {
            partitionKeySet.add(key);
        }
    }
    response = cache.getAll(partitionKeySet, expiryPolicy);
}",java:S1161,
"public Permission getRequiredPermission(){
    return new CachePermission(parameters, ActionConstants.ACTION_LISTEN);
}",java:S1161,
"public LeftTuple createLeftTuple(LeftTuple leftTuple, RightTuple rightTuple, Sink sink){
    throw new UnsupportedOperationException();
}",java:S1161,
" void verifyHeader(Net net){
    getHeader().verifyHeader(net);
}",java:S1161,
"public Long getCreatedAt(){
    return 0L;
}",java:S1161,
"public long getCurrentDate(){
    long timestamp = getCurrentTimeMillis();
    return timestamp - timestamp % TimeHelper.ONE_HOUR;
}",java:S1161,
"public Expression visitLessEqualExpression(LessEqualViewExpression lessEqualExpression, Void context){
    Pair<Expression, Expression> pair = this.getExpressionsForBinaryExpression(lessEqualExpression);
    return new LessEqualExpression(pair.left, pair.right);
}",java:S1161,
"public List<String> getIps(){
    if (m_report == null) {
        return new ArrayList<String>();
    } else {
        return SortHelper.sortDomain(m_report.getIps());
    }
}",java:S1161,
"public void reset(){
    super.reset();
    this.processNodesTriggered.set(0);
}",java:S1161,
"public Map<String, Object> _getDynamicProperties(){
    return __$$dynamic_properties_map$$;
}",java:S1161,
"public void visitSource(final String arg0, final String arg1){
}",java:S1161,
"public Builder mergeFrom(com.google.protobuf.CodedInputStream input, com.google.protobuf.ExtensionRegistryLite extensionRegistry) throws java.io.IOException{
    KieModuleCache.Version parsedMessage = null;
    try {
        parsedMessage = PARSER.parsePartialFrom(input, extensionRegistry);
    } catch (com.google.protobuf.InvalidProtocolBufferException e) {
        parsedMessage = (KieModuleCache.Version) e.getUnfinishedMessage();
        throw e;
    } finally {
        if (parsedMessage != null) {
            mergeFrom(parsedMessage);
        }
    }
    return this;
}",java:S1161,
"public String toString(){
    return ""[AfterActivationFired("" + getActivation().getActivationNumber() + ""): rule="" + getActivation().getRule().getName() + ""; tuple="" + getActivation().getTuple() + ""]"";
}",java:S1161,
"public StorageHandlerTypes getType(){
    return StorageHandlerTypes.ICEBERG;
}",java:S1161,
"public void visit(final String name, final Object value){
}",java:S1161,
"public Expression visitAdditionExpression(AdditionViewExpression additionExpression, Void context){
    Pair<Expression, Expression> pair = this.getExpressionsForBinaryExpression(additionExpression);
    return new AdditionExpression(pair.left, pair.right);
}",java:S1161,
"public AnnotationVisitor visitArray(final String name){
    return new DummyAnnotationVisitor();
}",java:S1161,
"public void removeObjectSink(final ObjectSink objectSink){
    final ObjectTypeNode node = (ObjectTypeNode) objectSink;
    this.objectTypeNodes.remove(node.getObjectType());
}",java:S1161,
"protected String getCommonSuperClass(final String type1, final String type2){
    Class c, d;
    try {
        c = Class.forName(type1.replace('/', '.'), false, classLoader);
        d = Class.forName(type2.replace('/', '.'), false, classLoader);
    } catch (Exception e) {
        throw new RuntimeException(e.toString());
    }
    if (c.isAssignableFrom(d)) {
        return type1;
    }
    if (d.isAssignableFrom(c)) {
        return type2;
    }
    if (c.isInterface() || d.isInterface()) {
        return ""java/lang/Object"";
    } else {
        do {
            c = c.getSuperclass();
        } while (!c.isAssignableFrom(d));
        return c.getName().replace('.', '/');
    }
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    if (CompiledInvoker.isCompiledInvoker(accumulator)) {
        out.writeObject(null);
    } else {
        out.writeObject(accumulator);
    }
}",java:S1161,
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    this.sinks = (LeftTupleSinkNodeList) in.readObject();
}",java:S1161,
"public int getHashCode(Object object){
    throw new RuntimeException(""Can't extract a value from global "" + identifier + "" without a working memory reference"");
}",java:S1161,
"public void suspendMinorGC(){
    gcThread.suspendMinorGC();
}",java:S1161,
"public boolean contains(final Object o){
    return Object2LongHashMap.this.containsKey(o);
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(this.className);
    out.writeObject(this.expr);
    out.writeBoolean(this.typesafe);
    out.writeObject(this.evaluationContext);
}",java:S1161,
"public Executor defaultExecutor(){
    return ConcurrencyUtil.getDefaultAsyncExecutor();
}",java:S1161,
"public Mutator setStartSequenceId(long startSequenceId){
    this.startSequenceId = startSequenceId;
    return this;
}",java:S1161,
"public void stop(){
    writer.interrupt();
    super.stop();
}",java:S1161,
"public void run(){
    Address address = member.getAddress();
    logger.fine(format(""%s will ping %s"", node.getThisAddress(), address));
    if (doPing(address, Level.FINE)) {
        boolean pingRestored = (icmpFailureDetector.heartbeat(member) > 0);
        if (pingRestored) {
            splitBrainProtectionService.onPingRestored(member);
        }
        return;
    }
    icmpFailureDetector.logAttempt(member);
    splitBrainProtectionService.onPingLost(member);
    String reason = format(""%s could not ping %s"", node.getThisAddress(), address);
    logger.warning(reason);
    if (!icmpFailureDetector.isAlive(member)) {
        clusterService.suspectMember(member, reason, true);
    }
}",java:S1161,
"public FieldVisitor visitField(final int access, final String name, final String desc, final String signature, final Object value){
    return null;
}",java:S1161,
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(groupingFunction);
    out.writeObject(groupingKey);
}",java:S1161,
"public LeftTuple getBlockedNext(){
    return this.blockedNext;
}",java:S1161,
"public String toString(){
    return ""<==[AgendaGroupPoppedEvent("" + getAgendaGroup().getName() + ""]"";
}",java:S1161,
"public final boolean isInitialized(){
    return true;
}",java:S1161,
"public Builder clear(){
    super.clear();
    if (compilationDataBuilder_ == null) {
        compilationData_ = java.util.Collections.emptyList();
        bitField0_ = (bitField0_ & ~0x00000001);
    } else {
        compilationDataBuilder_.clear();
    }
    return this;
}",java:S1161,
"public String toString(){
    return ""==>[RuleFlowGroupDeactivated(name="" + getRuleFlowGroup().getName() + ""; size="" + getRuleFlowGroup().size() + "")]"";
}",java:S1161,
"public String getDomain(){
    if (m_domain == null || """".equals(m_domain)) {
        return null;
    } else {
        return m_domain;
    }
}",java:S1161,
"public Builder mergeFrom(com.google.protobuf.Message other){
    if (other instanceof KieModuleCache.CompDataEntry) {
        return mergeFrom((KieModuleCache.CompDataEntry) other);
    } else {
        super.mergeFrom(other);
        return this;
    }
}",java:S1161,
"public String toString(){
    StringBuilder sb = new StringBuilder();
    sb.append('[');
    Iterator<StackItem> i = descendingIterator();
    while (i.hasNext()) {
        if (sb.length() > 1)
            sb.append(',');
        sb.append(i.next());
    }
    sb.append(']');
    return sb.toString();
}",java:S1161,
"public void removeObjectSink(final ObjectSink objectSink){
    final EntryPointNode node = (EntryPointNode) objectSink;
    entryPoints.remove(node.getEntryPoint());
    kBase.registeRremovedEntryNodeCache(node);
}",java:S1161,
"public Method getNativeReadMethod(){
    try {
        return this.getClass().getDeclaredMethod(""getValue"", ValueResolver.class, Object.class);
    } catch (final Exception e) {
        throw new RuntimeException(""This is a bug. Please report to development team: "" + e.getMessage(), e);
    }
}",java:S1161,
"public Tree dupNode(){
    return new DroolsTree(this);
}",java:S1161,
