function,smellKey,smellKey_encoded
"public void startSheet(final String name){
}",java:S1186,16
"public void finishSheet(){
}",java:S1186,16
"public void newRow(final int rowNumber, final int columns){
}",java:S1186,16
"public void newCell(final int row, final int column, final String value, final int mergedColstart){
}",java:S1186,16
"public void startSheet(final String name){
}",java:S1186,16
"public void setText(String text){
    this.text = text;
}",java:S1161,11
"public void accept(DescrVisitor visitor){
    visitor.visit(this);
}",java:S1161,11
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(annotations);
}",java:S1161,11
"public String toString(){
    return ""&&"";
}",java:S1161,11
"public String toString(){
    return ""||"";
}",java:S1161,11
"public String toString(){
    return this.connective;
}",java:S1161,11
"public Pattern clone(){
    final String identifier = (this.declaration != null) ? this.declaration.getIdentifier() : null;
    final Pattern clone = new Pattern(this.patternId, this.tupleIndex, this.objectIndex, this.objectType, identifier, this.declaration != null && this.declaration.isInternalFact());
    clone.listenedProperties = listenedProperties;
    if (this.getSource() != null) {
        clone.setSource((PatternSource) this.getSource().clone());
        if (source instanceof From) {
            ((From) clone.getSource()).setResultPattern(clone);
        }
    }
    for (Declaration decl : this.declarations.values()) {
        Declaration addedDeclaration = clone.addDeclaration(decl.getIdentifier());
        addedDeclaration.setReadAccessor(decl.getExtractor());
        addedDeclaration.setBindingName(decl.getBindingName());
        addedDeclaration.setxPathOffset(decl.getxPathOffset());
    }
    for (Constraint oldConstr : this.constraints) {
        Constraint clonedConstr = oldConstr.clone();
        Declaration[] oldDecl = oldConstr.getRequiredDeclarations();
        Declaration[] newDecl = clonedConstr.getRequiredDeclarations();
        for (int i = 0; i < newDecl.length; i++) {
            if (newDecl[i].getPattern() == this) {
                newDecl[i].setPattern(clone);
                clonedConstr.replaceDeclaration(oldDecl[i], newDecl[i]);
            }
        }
        clone.addConstraint(clonedConstr);
    }
    if (behaviors != null) {
        for (Behavior behavior : this.behaviors) {
            clone.addBehavior(behavior);
        }
    }
    return clone;
}",java:S2975,34
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(id);
    out.writeObject(label);
    out.writeObject(arguments);
}",java:S1161,11
"public Pattern clone(){
    final String identifier = (this.declaration != null) ? this.declaration.getIdentifier() : null;
    final Pattern clone = new Pattern(this.patternId, this.tupleIndex, this.objectIndex, this.objectType, identifier, this.declaration != null && this.declaration.isInternalFact());
    clone.listenedProperties = listenedProperties;
    if (this.getSource() != null) {
        clone.setSource((PatternSource) this.getSource().clone());
        if (source instanceof From) {
            ((From) clone.getSource()).setResultPattern(clone);
        }
    }
    for (Declaration decl : this.declarations.values()) {
        Declaration addedDeclaration = clone.addDeclaration(decl.getIdentifier());
        addedDeclaration.setReadAccessor(decl.getExtractor());
        addedDeclaration.setBindingName(decl.getBindingName());
        addedDeclaration.setxPathOffset(decl.getxPathOffset());
    }
    for (Constraint oldConstr : this.constraints) {
        Constraint clonedConstr = oldConstr.clone();
        Declaration[] oldDecl = oldConstr.getRequiredDeclarations();
        Declaration[] newDecl = clonedConstr.getRequiredDeclarations();
        for (int i = 0; i < newDecl.length; i++) {
            if (newDecl[i].getPattern() == this) {
                newDecl[i].setPattern(clone);
                clonedConstr.replaceDeclaration(oldDecl[i], newDecl[i]);
            }
        }
        clone.addConstraint(clonedConstr);
    }
    if (behaviors != null) {
        for (Behavior behavior : this.behaviors) {
            clone.addBehavior(behavior);
        }
    }
    return clone;
}",java:S1182,14
"public void accept(DescrVisitor visitor){
    visitor.visit(this);
}",java:S1161,11
"public String toString(){
    return ""import function "" + this.getTarget();
}",java:S1161,11
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    groupingFunction = (String) in.readObject();
    groupingKey = (String) in.readObject();
}",java:S1161,11
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeObject(groupingFunction);
    out.writeObject(groupingKey);
}",java:S1161,11
"public String toString(){
    return super.toString() + "" "" + this.getText();
}",java:S1161,11
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    breaking = in.readBoolean();
}",java:S1161,11
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    out.writeBoolean(breaking);
}",java:S1161,11
"public void accept(DescrVisitor visitor){
    visitor.visit(this);
}",java:S1161,11
"public List<? extends BaseDescr> getDescrs(){
    return this.constraint.getDescrs();
}",java:S1452,23
"public List<? extends BaseDescr> getPositionalConstraints(){
    return this.doGetConstraints(ExprConstraintDescr.Type.POSITIONAL);
}",java:S1452,23
"public List<? extends BaseDescr> getSlottedConstraints(){
    return this.doGetConstraints(ExprConstraintDescr.Type.NAMED);
}",java:S1452,23
"public PatternDescr clone(){
    PatternDescr clone = new PatternDescr(this.objectType, this.identifier);
    clone.setQuery(this.query);
    clone.setUnification(unification);
    clone.setLeftParentCharacter(this.leftParentCharacter);
    clone.setRightParentCharacter(this.rightParentCharacter);
    clone.setSource(this.source);
    clone.setStartCharacter(this.getStartCharacter());
    clone.setEndCharacter(this.getEndCharacter());
    clone.setLocation(this.getLine(), this.getColumn());
    clone.setEndLocation(this.getEndLine(), this.getEndColumn());
    clone.setText(this.getText());
    for (BaseDescr constraint : this.getDescrs()) {
        clone.addConstraint(constraint);
    }
    if (behaviors != null) {
        for (BehaviorDescr behavior : behaviors) {
            clone.addBehavior(behavior);
        }
    }
    return clone;
}",java:S2975,34
"public PatternDescr clone(){
    PatternDescr clone = new PatternDescr(this.objectType, this.identifier);
    clone.setQuery(this.query);
    clone.setUnification(unification);
    clone.setLeftParentCharacter(this.leftParentCharacter);
    clone.setRightParentCharacter(this.rightParentCharacter);
    clone.setSource(this.source);
    clone.setStartCharacter(this.getStartCharacter());
    clone.setEndCharacter(this.getEndCharacter());
    clone.setLocation(this.getLine(), this.getColumn());
    clone.setEndLocation(this.getEndLine(), this.getEndColumn());
    clone.setText(this.getText());
    for (BaseDescr constraint : this.getDescrs()) {
        clone.addConstraint(constraint);
    }
    if (behaviors != null) {
        for (BehaviorDescr behavior : behaviors) {
            clone.addBehavior(behavior);
        }
    }
    return clone;
}",java:S1182,14
"public void accept(DescrVisitor visitor){
    visitor.visit(this);
}",java:S1161,11
"public String toString(){
    return ""[Query name='"" + getName() + ""']"";
}",java:S1161,11
"public boolean isNegated(){
    return operator != null ? operator.isNegated() : false;
}",java:S1161,11
"public String getText(){
    return text;
}",java:S1161,11
"public void setText(String text){
    this.text = text;
}",java:S1161,11
"public int compareTo(TypeDeclarationDescr descr){
    if (!this.getSuperTypes().isEmpty() && !descr.getSuperTypes().isEmpty()) {
        for (QualifiedName q : descr.getSuperTypes()) {
            if (this.getSuperTypes().contains(q)) {
                return -1;
            }
        }
        for (QualifiedName q : this.getSuperTypes()) {
            if (descr.getSuperTypes().contains(q)) {
                return +1;
            }
        }
    }
    for (TypeFieldDescr field : this.getFields().values()) {
        if (descr.getTypeName().equals(field.getPattern().getObjectType())) {
            return -1;
        }
    }
    for (TypeFieldDescr field : descr.getFields().values()) {
        if (this.getTypeName().equals(field.getPattern().getObjectType())) {
            return +1;
        }
    }
    return 0;
}",java:S3776,39
"public int compareTo(TypeDeclarationDescr descr){
    if (!this.getSuperTypes().isEmpty() && !descr.getSuperTypes().isEmpty()) {
        for (QualifiedName q : descr.getSuperTypes()) {
            if (this.getSuperTypes().contains(q)) {
                return -1;
            }
        }
        for (QualifiedName q : this.getSuperTypes()) {
            if (descr.getSuperTypes().contains(q)) {
                return +1;
            }
        }
    }
    for (TypeFieldDescr field : this.getFields().values()) {
        if (descr.getTypeName().equals(field.getPattern().getObjectType())) {
            return -1;
        }
    }
    for (TypeFieldDescr field : descr.getFields().values()) {
        if (this.getTypeName().equals(field.getPattern().getObjectType())) {
            return +1;
        }
    }
    return 0;
}",java:S1210,20
"public int compareTo(TypeFieldDescr other){
    return (this.index - other.index);
}",java:S1210,20
"public PackageDescr parse(boolean isEditor, final Reader drl, final Reader dsl) throws DroolsParserException, IOException{
    final StringBuilder text = getDRLText(drl);
    return parse(text.toString(), dsl);
}",java:S1172,13
"public String getMessage(){
    if (null == errorCode) {
        return super.getMessage();
    }
    return ""["" + errorCode + ""] "" + super.getMessage();
}",java:S1161,11
"public String toString(){
    return ""["" + this.row + "","" + this.col + ""]: "" + this.message;
}",java:S1161,11
"private Object readResolve() throws java.io.ObjectStreamException{
    Operator op = determineOperator(this.operator, this.isNegated);
    return op != null ? op : this;
}",java:S2062,26
"public TypeDeclarationDescr typeDeclaration(DeclareDescrBuilder ddb, boolean isTrait) throws RecognitionException{
    TypeDeclarationDescrBuilder declare = null;
    try {
        declare = helper.start(ddb, TypeDeclarationDescrBuilder.class, null);
        declare.setTrait(isTrait);
        if (helper.validateIdentifierKey(DroolsSoftKeywords.TYPE)) {
            match(input, DRL5Lexer.ID, DroolsSoftKeywords.TYPE, null, DroolsEditorType.KEYWORD);
            if (state.failed)
                return null;
        }
        String type = qualifiedIdentifier();
        if (state.failed)
            return null;
        if (state.backtracking == 0)
            declare.name(type);
        if (helper.validateIdentifierKey(DroolsSoftKeywords.EXTENDS)) {
            match(input, DRL5Lexer.ID, DroolsSoftKeywords.EXTENDS, null, DroolsEditorType.KEYWORD);
            if (!state.failed) {
                String superType = qualifiedIdentifier();
                declare.superType(superType);
                while (input.LA(1) == DRL5Lexer.COMMA) {
                    match(input, DRL5Lexer.COMMA, null, null, DroolsEditorType.SYMBOL);
                    superType = qualifiedIdentifier();
                    declare.superType(superType);
                }
            }
        }
        while (input.LA(1) == DRL5Lexer.AT) {
            annotation(declare);
            if (state.failed)
                return null;
        }
        while (input.LA(1) == DRL5Lexer.ID && !helper.validateIdentifierKey(DroolsSoftKeywords.END)) {
            field(declare);
            if (state.failed)
                return null;
        }
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.END, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
    } catch (RecognitionException re) {
        reportError(re);
    } finally {
        helper.end(TypeDeclarationDescrBuilder.class, declare);
    }
    return (declare != null) ? declare.getDescr() : null;
}",java:S3776,39
"private void enumerative(EnumDeclarationDescrBuilder declare){
    EnumLiteralDescrBuilder literal = null;
    String lit = null;
    try {
        Token enumLit = match(input, DRL5Lexer.ID, null, null, DroolsEditorType.IDENTIFIER);
        lit = enumLit.getText();
        if (state.failed)
            return;
    } catch (RecognitionException re) {
        reportError(re);
    }
    try {
        literal = helper.start(declare, EnumLiteralDescrBuilder.class, lit);
        if (input.LA(1) == DRL5Lexer.LEFT_PAREN) {
            match(input, DRL5Lexer.LEFT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return;
            boolean more;
            do {
                int first = input.index();
                exprParser.conditionalExpression();
                if (state.failed)
                    return;
                if (state.backtracking == 0 && input.index() > first) {
                    String arg = input.toString(first, input.LT(-1).getTokenIndex());
                    literal.constructorArg(arg);
                }
                more = input.LA(1) == DRL5Lexer.COMMA;
                if (more) {
                    match(input, DRL5Lexer.COMMA, null, null, DroolsEditorType.SYMBOL);
                }
            } while (more);
            match(input, DRL5Lexer.RIGHT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return;
        }
    } catch (RecognitionException re) {
        reportError(re);
    } finally {
        helper.end(FieldDescrBuilder.class, literal);
    }
}",java:S3776,39
"private void field(AbstractClassTypeDeclarationBuilder declare){
    FieldDescrBuilder field = null;
    String fname = null;
    try {
        fname = label(DroolsEditorType.IDENTIFIER);
        if (state.failed)
            return;
    } catch (RecognitionException re) {
        reportError(re);
    }
    try {
        field = helper.start(declare, FieldDescrBuilder.class, fname);
        String type = type();
        if (state.failed)
            return;
        if (state.backtracking == 0)
            field.type(type);
        if (input.LA(1) == DRL5Lexer.EQUALS_ASSIGN) {
            match(input, DRL5Lexer.EQUALS_ASSIGN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return;
            int first = input.index();
            exprParser.conditionalExpression();
            if (state.failed)
                return;
            if (state.backtracking == 0 && input.index() > first) {
                String value = input.toString(first, input.LT(-1).getTokenIndex());
                field.initialValue(value);
            }
        }
        while (input.LA(1) == DRL5Lexer.AT) {
            annotation(field);
            if (state.failed)
                return;
        }
        if (input.LA(1) == DRL5Lexer.SEMICOLON) {
            match(input, DRL5Lexer.SEMICOLON, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return;
        }
    } catch (RecognitionException re) {
        reportError(re);
    } finally {
        helper.end(FieldDescrBuilder.class, field);
    }
}",java:S3776,39
"public RuleDescr query(PackageDescrBuilder pkg) throws RecognitionException{
    QueryDescrBuilder query = null;
    try {
        query = helper.start(pkg, QueryDescrBuilder.class, null);
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.QUERY, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
        if (helper.validateIdentifierKey(DroolsSoftKeywords.WHEN) || helper.validateIdentifierKey(DroolsSoftKeywords.THEN) || helper.validateIdentifierKey(DroolsSoftKeywords.END)) {
            failMissingTokenException();
            return null;
        }
        String name = stringId();
        if (state.backtracking == 0)
            query.name(name);
        if (state.failed)
            return null;
        if (state.backtracking == 0) {
            helper.emit(Location.LOCATION_RULE_HEADER);
        }
        if (speculateParameters(true)) {
            parameters(query, true);
            if (state.failed)
                return null;
            if (state.backtracking == 0) {
                helper.emit(Location.LOCATION_LHS_BEGIN_OF_CONDITION);
            }
        } else if (speculateParameters(false)) {
            parameters(query, false);
            if (state.failed)
                return null;
            if (state.backtracking == 0) {
                helper.emit(Location.LOCATION_LHS_BEGIN_OF_CONDITION);
            }
        }
        while (input.LA(1) == DRL5Lexer.AT) {
            annotation(query);
            if (state.failed)
                return null;
        }
        if (state.backtracking == 0 && input.LA(1) != DRL5Lexer.EOF) {
            helper.emit(Location.LOCATION_LHS_BEGIN_OF_CONDITION);
        }
        if (input.LA(1) != DRL5Lexer.EOF) {
            lhsExpression(query != null ? query.lhs() : null);
        }
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.END, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
        helper.emit(Location.LOCATION_RHS);
    } catch (RecognitionException re) {
        reportError(re);
    } finally {
        helper.end(QueryDescrBuilder.class, query);
    }
    return (query != null) ? query.getDescr() : null;
}",java:S3776,39
"public RuleDescr rule(PackageDescrBuilder pkg) throws RecognitionException{
    RuleDescrBuilder rule = null;
    try {
        rule = helper.start(pkg, RuleDescrBuilder.class, null);
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.RULE, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
        if (helper.validateIdentifierKey(DroolsSoftKeywords.WHEN) || helper.validateIdentifierKey(DroolsSoftKeywords.THEN) || helper.validateIdentifierKey(DroolsSoftKeywords.END)) {
            failMissingTokenException();
            return null;
        }
        String name = stringId();
        if (state.failed)
            return null;
        if (state.backtracking == 0) {
            rule.name(name);
            helper.setParaphrasesValue(DroolsParaphraseTypes.RULE, ""\"""" + name + ""\"""");
            helper.emit(Location.LOCATION_RULE_HEADER);
        }
        if (helper.validateIdentifierKey(DroolsSoftKeywords.EXTENDS)) {
            match(input, DRL5Lexer.ID, DroolsSoftKeywords.EXTENDS, null, DroolsEditorType.KEYWORD);
            if (state.failed)
                return null;
            String parent = stringId();
            if (state.backtracking == 0)
                rule.extendsRule(parent);
            if (state.failed)
                return null;
        }
        if (state.backtracking == 0 && input.LA(1) != DRL5Lexer.EOF) {
            helper.emit(Location.LOCATION_RULE_HEADER);
        }
        while (input.LA(1) == DRL5Lexer.AT) {
            annotation(rule);
            if (state.failed)
                return null;
        }
        attributes(rule);
        if (helper.validateIdentifierKey(DroolsSoftKeywords.WHEN)) {
            lhs(rule);
        } else {
            rule.lhs();
        }
        rhs(rule);
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.END, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
    } catch (RecognitionException re) {
        reportError(re);
    } finally {
        helper.end(RuleDescrBuilder.class, rule);
    }
    return (rule != null) ? rule.getDescr() : null;
}",java:S3776,39
"private void attributes(RuleDescrBuilder rule) throws RecognitionException{
    if (helper.validateIdentifierKey(DroolsSoftKeywords.ATTRIBUTES)) {
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.ATTRIBUTES, null, DroolsEditorType.IDENTIFIER);
        if (state.failed)
            return;
        if (input.LA(1) == DRL5Lexer.COLON) {
            match(input, DRL5Lexer.COLON, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return;
        }
    }
    if (helper.validateAttribute(1)) {
        attribute(rule);
        if (state.failed)
            return;
        while (input.LA(1) == DRL5Lexer.COMMA || helper.validateAttribute(1)) {
            if (input.LA(1) == DRL5Lexer.COMMA) {
                match(input, DRL5Lexer.COMMA, null, null, DroolsEditorType.SYMBOL);
                if (state.failed)
                    return;
            }
            attribute(rule);
            if (state.failed)
                return;
        }
    }
}",java:S3776,39
"public AttributeDescr attribute(AttributeSupportBuilder<?> as){
    AttributeDescr attribute = null;
    try {
        if (state.backtracking == 0 && input.LA(1) != DRL5Lexer.EOF) {
            helper.emit(Location.LOCATION_RULE_HEADER_KEYWORD);
        }
        if (helper.validateIdentifierKey(DroolsSoftKeywords.SALIENCE)) {
            attribute = salience(as);
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.ENABLED)) {
            attribute = enabled(as);
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.NO) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.LOOP)) {
            attribute = booleanAttribute(as, new String[] { DroolsSoftKeywords.NO, ""-"", DroolsSoftKeywords.LOOP });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.AUTO) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.FOCUS)) {
            attribute = booleanAttribute(as, new String[] { DroolsSoftKeywords.AUTO, ""-"", DroolsSoftKeywords.FOCUS });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.LOCK) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.ON) && helper.validateLT(4, ""-"") && helper.validateLT(5, DroolsSoftKeywords.ACTIVE)) {
            attribute = booleanAttribute(as, new String[] { DroolsSoftKeywords.LOCK, ""-"", DroolsSoftKeywords.ON, ""-"", DroolsSoftKeywords.ACTIVE });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.REFRACT)) {
            attribute = booleanAttribute(as, new String[] { DroolsSoftKeywords.REFRACT });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.AGENDA) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.GROUP)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.AGENDA, ""-"", DroolsSoftKeywords.GROUP });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.ACTIVATION) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.GROUP)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.ACTIVATION, ""-"", DroolsSoftKeywords.GROUP });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.RULEFLOW) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.GROUP)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.RULEFLOW, ""-"", DroolsSoftKeywords.GROUP });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.DATE) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.EFFECTIVE)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.DATE, ""-"", DroolsSoftKeywords.EFFECTIVE });
            if (attribute != null) {
                attribute.setType(AttributeDescr.Type.DATE);
            } else {
                throw new RecognitionException();
            }
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.DATE) && helper.validateLT(2, ""-"") && helper.validateLT(3, DroolsSoftKeywords.EXPIRES)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.DATE, ""-"", DroolsSoftKeywords.EXPIRES });
            if (attribute != null) {
                attribute.setType(AttributeDescr.Type.DATE);
            } else {
                throw new RecognitionException();
            }
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.DIALECT)) {
            attribute = stringAttribute(as, new String[] { DroolsSoftKeywords.DIALECT });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.CALENDARS)) {
            attribute = stringListAttribute(as, new String[] { DroolsSoftKeywords.CALENDARS });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.TIMER)) {
            attribute = intOrChunkAttribute(as, new String[] { DroolsSoftKeywords.TIMER });
        } else if (helper.validateIdentifierKey(DroolsSoftKeywords.DURATION)) {
            attribute = intOrChunkAttribute(as, new String[] { DroolsSoftKeywords.DURATION });
        }
        if (state.backtracking == 0) {
            helper.emit(Location.LOCATION_RULE_HEADER);
        }
    } catch (RecognitionException re) {
        reportError(re);
    }
    return attribute;
}",java:S3776,39
"private AttributeDescr salience(AttributeSupportBuilder<?> as) throws RecognitionException{
    AttributeDescrBuilder<?> attribute = null;
    try {
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.SALIENCE, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
        if (state.backtracking == 0) {
            attribute = helper.start((DescrBuilder<?, ?>) as, AttributeDescrBuilder.class, DroolsSoftKeywords.SALIENCE);
        }
        boolean hasParen = input.LA(1) == DRL5Lexer.LEFT_PAREN;
        int first = input.index();
        if (hasParen) {
            match(input, DRL5Lexer.LEFT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return null;
        }
        String value = conditionalExpression();
        if (state.failed)
            return null;
        if (hasParen) {
            match(input, DRL5Lexer.RIGHT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return null;
        }
        if (state.backtracking == 0) {
            if (attribute != null) {
                if (hasParen) {
                    value = input.toString(first, input.LT(-1).getTokenIndex());
                }
                attribute.value(value);
                attribute.type(AttributeDescr.Type.EXPRESSION);
            }
        }
    } finally {
        if (attribute != null) {
            helper.end(AttributeDescrBuilder.class, attribute);
        }
    }
    return attribute != null ? attribute.getDescr() : null;
}",java:S3776,39
"private AttributeDescr enabled(AttributeSupportBuilder<?> as) throws RecognitionException{
    AttributeDescrBuilder<?> attribute = null;
    try {
        match(input, DRL5Lexer.ID, DroolsSoftKeywords.ENABLED, null, DroolsEditorType.KEYWORD);
        if (state.failed)
            return null;
        if (state.backtracking == 0) {
            attribute = helper.start((DescrBuilder<?, ?>) as, AttributeDescrBuilder.class, DroolsSoftKeywords.ENABLED);
        }
        boolean hasParen = input.LA(1) == DRL5Lexer.LEFT_PAREN;
        int first = input.index();
        if (hasParen) {
            match(input, DRL5Lexer.LEFT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return null;
        }
        String value = conditionalExpression();
        if (state.failed)
            return null;
        if (hasParen) {
            match(input, DRL5Lexer.RIGHT_PAREN, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return null;
        }
        if (state.backtracking == 0) {
            if (attribute != null) {
                if (hasParen) {
                    value = input.toString(first, input.LT(-1).getTokenIndex());
                }
                attribute.value(value);
                attribute.type(AttributeDescr.Type.EXPRESSION);
            }
        }
    } finally {
        if (attribute != null) {
            helper.end(AttributeDescrBuilder.class, attribute);
        }
    }
    return attribute != null ? attribute.getDescr() : null;
}",java:S3776,39
"private AttributeDescr booleanAttribute(AttributeSupportBuilder<?> as, String[] key) throws RecognitionException{
    AttributeDescrBuilder<?> attribute = null;
    try {
        StringBuilder builder = new StringBuilder();
        for (String k : key) {
            if (""-"".equals(k)) {
                match(input, DRL5Lexer.MINUS, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            } else {
                match(input, DRL5Lexer.ID, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            }
            builder.append(k);
        }
        if (state.backtracking == 0) {
            attribute = helper.start((DescrBuilder<?, ?>) as, AttributeDescrBuilder.class, builder.toString());
        }
        String value = ""true"";
        if (input.LA(1) == DRL5Lexer.BOOL) {
            Token bool = match(input, DRL5Lexer.BOOL, null, null, DroolsEditorType.KEYWORD);
            if (state.failed)
                return null;
            value = bool.getText();
        }
        if (state.backtracking == 0) {
            if (attribute != null) {
                attribute.value(value);
                attribute.type(AttributeDescr.Type.BOOLEAN);
            }
        }
    } finally {
        if (attribute != null) {
            helper.end(AttributeDescrBuilder.class, attribute);
        }
    }
    return attribute != null ? attribute.getDescr() : null;
}",java:S3776,39
"private AttributeDescr stringAttribute(AttributeSupportBuilder<?> as, String[] key) throws RecognitionException{
    AttributeDescrBuilder<?> attribute = null;
    try {
        StringBuilder builder = new StringBuilder();
        for (String k : key) {
            if (""-"".equals(k)) {
                match(input, DRL5Lexer.MINUS, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            } else {
                match(input, DRL5Lexer.ID, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            }
            builder.append(k);
        }
        if (state.backtracking == 0) {
            attribute = helper.start((DescrBuilder<?, ?>) as, AttributeDescrBuilder.class, builder.toString());
        }
        Token value = match(input, DRL5Lexer.STRING, null, null, DroolsEditorType.STRING_CONST);
        if (state.failed)
            return null;
        if (state.backtracking == 0) {
            if (attribute != null) {
                attribute.value(StringUtils.unescapeJava(safeStripStringDelimiters(value.getText())));
                attribute.type(AttributeDescr.Type.STRING);
            }
        }
    } finally {
        if (attribute != null) {
            helper.end(AttributeDescrBuilder.class, attribute);
        }
    }
    return attribute != null ? attribute.getDescr() : null;
}",java:S3776,39
"private AttributeDescr stringListAttribute(AttributeSupportBuilder<?> as, String[] key) throws RecognitionException{
    AttributeDescrBuilder<?> attribute = null;
    try {
        StringBuilder builder = new StringBuilder();
        for (String k : key) {
            if (""-"".equals(k)) {
                match(input, DRL5Lexer.MINUS, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            } else {
                match(input, DRL5Lexer.ID, k, null, DroolsEditorType.KEYWORD);
                if (state.failed)
                    return null;
            }
            builder.append(k);
        }
        if (state.backtracking == 0) {
            attribute = helper.start((DescrBuilder<?, ?>) as, AttributeDescrBuilder.class, builder.toString());
        }
        builder = new StringBuilder();
        builder.append(""[ "");
        Token value = match(input, DRL5Lexer.STRING, null, null, DroolsEditorType.STRING_CONST);
        if (state.failed)
            return null;
        builder.append(value.getText());
        while (input.LA(1) == DRL5Lexer.COMMA) {
            match(input, DRL5Lexer.COMMA, null, null, DroolsEditorType.SYMBOL);
            if (state.failed)
                return null;
            builder.append("", "");
            value = match(input, DRL5Lexer.STRING, null, null, DroolsEditorType.STRING_CONST);
            if (state.failed)
                return null;
            builder.append(value.getText());
        }
        builder.append("" ]"");
        if (state.backtracking == 0) {
            if (attribute != null) {
                attribute.value(builder.toString());
                attribute.type(AttributeDescr.Type.LIST);
            }
        }
    } finally {
        if (attribute != null) {
            helper.end(AttributeDescrBuilder.class, attribute);
        }
    }
    return attribute != null ? attribute.getDescr() : null;
}",java:S3776,39
